Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	char_freq_; 	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	2.0	30.0	110.0	Spam
57.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.7	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.25	0.0	0.62	0.06	3.3	59.0	150.0	Spam
58.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	8.0	51.0	Spam
59.0	0.0	0.45	0.45	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.45	0.0	0.91	1.4	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	2.8	61.0	200.0	Spam
60.0	0.0	0.42	1.7	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.42	0.0	0.84	2.1	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.07	0.0	0.67	0.0	3.8	120.0	280.0	Spam
61.0	0.0	0.59	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.59	0.0	0.59	0.0	0.0	0.0	0.0	0.0	1.2	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	8.6	66.0	250.0	Spam
62.0	0.23	0.0	0.47	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.23	0.23	0.0	7.1	0.0	1.9	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.04	0.04	0.0	0.17	0.0	1.3	11.0	66.0	Spam
63.0	0.0	0.0	0.46	0.0	1.4	0.0	0.93	0.93	0.0	0.0	0.46	0.93	0.0	0.0	0.0	1.4	0.0	0.46	0.93	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	1.4	8.0	75.0	Spam
64.0	0.0	0.34	0.0	0.0	0.68	0.0	0.68	0.0	0.0	0.34	0.34	0.0	0.0	0.0	0.0	0.34	0.0	1.4	3.4	0.0	2.7	0.0	0.0	0.0	0.34	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	1.4	15.0	96.0	Spam
65.0	0.12	0.24	0.12	0.0	1.3	0.36	0.0	0.36	0.0	0.0	0.36	0.72	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0	3.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.12	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.02	0.02	1.7	34.0	180.0	Spam
66.0	0.66	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	2.0	1.3	0.0	1.3	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	3.2	34.0	120.0	Spam
67.0	0.0	0.48	0.48	0.0	1.5	0.0	0.48	0.0	0.0	0.97	0.48	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.97	0.48	2.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.59	0.29	4.8	47.0	190.0	Spam
68.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	5.9	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1.2	3.0	17.0	Spam
69.0	0.3	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.3	0.92	0.3	0.3	0.0	2.2	0.61	0.0	5.5	0.0	1.2	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.1	0.0	1.0	0.35	3.9	66.0	300.0	Spam
70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	4.6	59.0	140.0	Spam
71.0	0.0	0.0	0.0	0.0	1.3	0.0	2.5	1.3	1.3	1.3	1.3	1.3	0.0	0.0	0.0	0.0	5.1	0.0	2.5	1.3	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	73.0	290.0	290.0	Spam
72.0	0.0	0.53	0.53	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.53	0.0	1.1	1.6	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.88	0.0	3.4	61.0	190.0	Spam
73.0	0.0	0.44	0.89	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.44	0.0	0.89	2.2	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.07	0.0	0.81	0.0	3.8	120.0	280.0	Spam
74.0	0.0	0.46	0.46	0.0	0.46	0.46	0.46	0.0	0.0	0.0	0.46	0.46	0.0	0.0	0.0	0.92	0.0	0.92	2.8	0.0	1.4	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.22	2.2	13.0	110.0	Spam
75.0	0.0	0.0	0.48	0.0	1.4	0.0	0.48	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.48	0.96	0.0	2.4	0.0	2.4	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.08	0.0	0.49	0.24	5.1	78.0	240.0	Spam
76.0	0.0	0.94	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.94	0.0	0.94	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	27.0	250.0	320.0	Spam
77.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.59	4.1	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.17	0.08	2.3	16.0	100.0	Spam
78.0	0.75	0.18	0.37	0.0	0.18	0.12	0.0	0.25	0.75	0.31	0.25	1.5	0.31	0.37	0.0	0.37	0.44	0.12	3.0	0.69	1.3	0.0	0.44	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.12	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.05	0.44	0.23	3.7	45.0	1100.0	Spam
79.0	0.0	0.41	0.2	0.0	1.7	0.2	0.2	0.0	0.0	1.0	0.2	0.0	0.2	0.0	0.0	0.83	0.2	0.0	2.1	0.0	0.62	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.62	0.0	0.2	0.0	0.0	0.0	0.13	0.0	1.6	15.0	180.0	Spam
80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	1.7	5.0	10.0	Spam
81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	4.1	29.0	110.0	Spam
82.0	0.0	0.0	0.23	0.0	0.0	0.0	0.23	0.0	0.0	0.95	0.0	0.47	0.0	0.23	0.0	0.23	0.95	0.0	2.4	0.0	1.9	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.2	0.0	5.0	280.0	520.0	Spam
83.0	0.0	0.72	0.72	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.72	0.0	0.0	0.0	0.0	2.9	0.0	0.72	1.5	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.5	0.0	1.5	8.0	61.0	Spam
84.0	0.0	0.0	1.3	0.0	1.3	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	2.6	0.0	1.3	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.72	0.0	3.1	9.0	43.0	Spam
85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.83	0.0	5.1	27.0	120.0	Spam
86.0	0.0	0.46	0.46	0.0	1.4	0.0	0.46	1.9	0.0	0.93	0.46	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.93	0.46	1.4	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.57	0.21	4.6	64.0	210.0	Spam
87.0	0.0	0.0	0.38	0.0	1.1	0.76	0.0	0.0	0.0	0.0	0.0	0.38	0.38	0.0	0.0	0.38	0.0	0.38	2.7	0.0	2.3	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.06	0.06	1.8	20.0	160.0	Spam
88.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	1.6	1.6	4.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.27	0.0	0.27	0.0	2.8	26.0	110.0	Spam
89.0	0.06	0.06	0.47	0.0	0.4	0.0	0.0	0.0	0.67	0.06	0.0	0.33	0.13	0.0	0.0	0.2	0.0	0.0	1.1	0.13	1.2	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.06	0.0	0.0	0.0	0.02	0.11	0.0	0.1	0.09	3.3	140.0	850.0	Spam
90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	3.8	23.0	38.0	Spam
91.0	0.0	0.56	1.1	0.0	2.2	0.0	1.1	0.0	0.0	0.0	0.0	0.56	0.56	0.0	0.0	0.56	2.8	0.0	3.9	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.1	0.33	5.0	140.0	190.0	Spam
92.0	0.47	0.31	0.47	0.0	0.05	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.58	1.3	0.0	0.26	0.44	0.0	3.3	0.0	1.5	0.0	1.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.07	0.0	0.32	0.76	6.1	190.0	3000.0	Spam
93.0	0.59	0.44	0.29	0.0	0.14	0.03	0.03	0.14	0.56	0.67	0.29	0.67	0.59	1.2	0.03	0.22	0.44	0.07	3.4	0.0	1.5	0.0	0.59	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.08	0.0	0.61	0.53	7.3	760.0	2500.0	Spam
94.0	0.59	0.44	0.29	0.0	0.14	0.03	0.03	0.14	0.56	0.67	0.29	0.67	0.59	1.2	0.03	0.22	0.44	0.07	3.4	0.0	1.5	0.0	0.59	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.08	0.0	0.61	0.53	7.3	760.0	2500.0	Spam
95.0	0.46	0.0	0.46	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	1.4	0.0	0.0	2.3	0.0	0.46	0.46	2.8	0.0	2.3	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.08	0.82	3.4	12.0	100.0	Spam
96.0	0.0	0.0	0.46	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.9	0.0	0.0	0.93	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	32.0	91.0	Spam
97.0	0.0	0.35	0.7	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	1.0	0.0	0.7	2.1	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.12	0.0	1.3	0.0	3.6	61.0	310.0	Spam
98.0	0.0	0.43	0.43	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.43	0.0	0.86	1.3	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.74	0.0	2.8	61.0	220.0	Spam
99.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	1.2	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.52	0.41	0.31	0.0	4.9	17.0	190.0	Spam
100.0	1.2	0.41	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.41	0.0	0.82	3.7	0.0	1.2	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.06	0.0	0.46	0.53	3.2	19.0	110.0	Spam
101.0	0.0	0.0	0.0	0.0	4.3	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	5.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	1.1	3.0	30.0	Spam
102.0	0.0	0.0	0.64	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	2.6	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.28	0.66	0.0	10.0	130.0	290.0	Spam
103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.61	0.0	1.5	0.0	5.5	22.0	66.0	Spam
104.0	0.0	0.0	0.64	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	2.6	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.28	0.66	0.0	10.0	130.0	290.0	Spam
105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.61	0.0	1.5	0.0	5.5	22.0	66.0	Spam
106.0	0.0	0.0	0.64	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	2.6	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.28	0.66	0.0	10.0	130.0	290.0	Spam
107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.61	0.0	1.5	0.0	5.5	22.0	66.0	Spam
108.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	1.6	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.23	0.35	0.46	0.0	5.8	22.0	170.0	Spam
109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.61	0.0	1.5	0.0	5.5	22.0	66.0	Spam
110.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2	60.0	74.0	Spam
111.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	1.3	7.0	36.0	Spam
112.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	2.9	27.0	67.0	Spam
113.0	0.0	0.0	0.76	0.0	0.38	0.0	0.76	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.76	1.5	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	3.8	79.0	210.0	Spam
