Numero	mot_make 	mot_address 	mot_all 	mot_3d 	mot_our 	mot_over 	mot_remove 	mot_internet 	mot_order 	mot_mail 	mot_receive 	mot_will 	mot_people 	mot_report 	mot_addresses 	mot_free 	mot_business 	mot_email 	mot_you 	mot_credit 	mot_your 	mot_font 	mot_000 	mot_money 	mot_hp 	mot_hpl 	mot_george 	mot_650 	mot_lab 	mot_labs 	mot_telnet 	mot_857 	mot_data 	mot_415 	mot_85 	mot_technology 	mot_1999 	mot_parts 	mot_pm 	mot_direct 	mot_cs 	mot_meeting 	mot_original 	mot_project 	mot_re 	mot_edu 	mot_table 	mot_conference 	"char_freq_; "	char_freq_( 	char_freq_[ 	char_freq_! 	char_freq_$ 	char_freq_# 	capital_run_length_averag	capital_run_length_longes	capital_run_length_total 	Spam
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	3.8	23	38	Spam
91	0	0.56	1.1	0	2.2	0	1.1	0	0	0	0	0.56	0.56	0	0	0.56	2.8	0	3.9	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1.1	0.33	0	5	1.4E2	1.9E2	Spam
92	0.47	0.31	0.47	0	0.05	0.13	0.05	0.26	0.44	0.76	0.26	0.97	0.58	1.3	0	0.26	0.44	0	3.3	0	1.5	0	1	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.07	0	0.32	0.76	0.16	6.1	1.9E2	3E3	Spam
93	0.59	0.44	0.29	0	0.14	0.03	0.03	0.14	0.56	0.67	0.29	0.67	0.59	1.2	0.03	0.22	0.44	0.07	3.4	0	1.5	0	0.59	0.63	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0.61	0.53	0.14	7.3	7.6E2	2.5E3	Spam
94	0.59	0.44	0.29	0	0.14	0.03	0.03	0.14	0.56	0.67	0.29	0.67	0.59	1.2	0.03	0.22	0.44	0.07	3.4	0	1.5	0	0.59	0.63	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.08	0	0.61	0.53	0.14	7.3	7.6E2	2.5E3	Spam
95	0.46	0	0.46	0	0	0	0	0.46	0	0	0	1.4	0	0	2.3	0	0.46	0.46	2.8	0	2.3	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0.49	0	0.08	0.82	0	3.4	12	1E2	Spam
96	0	0	0.46	0	0	0	0.46	0	0	0	0.46	0	0	0	0	0	0	1.4	1.9	0	0	0.93	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	2.7	32	91	Spam
97	0	0.35	0.7	0	0.35	0	0	0	0	0	0	0.7	0	0	0	1	0	0.7	2.1	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0.12	0	1.3	0	0	3.6	61	3.1E2	Spam
98	0	0.43	0.43	0	0.43	0	0	0	0	0	0	0.43	0	0	0	0.43	0	0.86	1.3	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.74	0	0	2.8	61	2.2E2	Spam
99	0	0	0	0	0	0.6	0	0	0	1.2	0	0	0	0	0	0.6	0	0	1.2	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.52	0.41	0.31	0	0	4.9	17	1.9E2	Spam
1E2	1.2	0.41	1.2	0	0	0	0	0	0	0	0	0.41	0	0	0	0.41	0	0.82	3.7	0	1.2	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0.06	0	0.46	0.53	0	3.2	19	1.1E2	Spam
1E2	0	0	0	0	4.3	0	0.7	0	0	0	0	0	0	0	0	2.8	0	0	5	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	1.1	3	30	Spam
1E2	0	0	0.64	0	0	0.64	0	0	0	0	0	0	0	0	0	0.64	0	0	2.6	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0.09	0.19	0.28	0.66	0	0	10	1.3E2	2.9E2	Spam
1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0.31	0.61	0	1.5	0	0	5.5	22	66	Spam
1E2	0	0	0.64	0	0	0.64	0	0	0	0	0	0	0	0	0	0.64	0	0	2.6	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0.09	0.19	0.28	0.66	0	0	10	1.3E2	2.9E2	Spam
1.1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0.31	0.61	0	1.5	0	0	5.5	22	66	Spam
1.1E2	0	0	0.64	0	0	0.64	0	0	0	0	0	0	0	0	0	0.64	0	0	2.6	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0.09	0.19	0.28	0.66	0	0	10	1.3E2	2.9E2	Spam
1.1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0.31	0.61	0	1.5	0	0	5.5	22	66	Spam
1.1E2	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0.79	0	0	1.6	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0.12	0.23	0.35	0.46	0	0	5.8	22	1.7E2	Spam
1.1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0.31	0.61	0	1.5	0	0	5.5	22	66	Spam
1.1E2	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	3.9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2	60	74	Spam
1.1E2	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	1.3	7	36	Spam
1.1E2	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	2.9	27	67	Spam
1.1E2	0	0	0.76	0	0.38	0	0.76	0	0	0	0	0.38	0	0	0	0	0	0.76	1.5	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.06	3.8	79	2.1E2	Spam
1.1E2	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.95	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	1.2	6	78	Spam
1.2E2	0.12	1.8	0.63	0	0.88	0	0.12	0.5	0.25	3.9	0.5	0.88	0.12	0	0	0.25	0.12	0	2.9	0.25	1.4	0	1.1	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0.02	0.38	0.16	0	0.12	0	4.2	38	5.1E2	Spam
1.2E2	0	0	1	0	0.51	0	0	0	0	0	0	0	0	0	0	0.51	0	0	1.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0.09	0	0.54	0	0	2	19	1.5E2	Spam
1.2E2	0.05	0.3	0.4	0	0.1	0.05	0	0.05	0.1	0	0	0.3	0.2	0	0.05	0	0	0.5	1.5	0.3	0.75	0	0.15	0.2	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0.05	0	0.05	0.12	0	2.4	96	5.9E2	Spam
1.2E2	0.05	0.3	0.4	0	0.1	0.05	0	0.05	0.1	0	0	0.3	0.2	0	0.05	0	0	0.5	1.5	0.3	0.75	0	0.15	0.2	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0.04	0	0.05	0.12	0	2.4	96	5.8E2	Spam
1.2E2	0	0	0	0	1.3	0	2.6	1.3	1.3	1.3	1.3	1.3	0	0	0	0	5.1	0	2.6	1.3	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	1E2	3E2	3.1E2	Spam
1.2E2	0	0.55	0.55	0	2.2	0	1.1	0	0	0	0	0.55	0.55	0	0	0.55	2.8	0	3.9	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1.2	0.33	0	4.9	1.4E2	2E2	Spam
1.2E2	0.05	0.3	0.4	0	0.1	0.05	0	0.05	0.1	0	0	0.3	0.2	0	0.05	0	0	0.5	1.5	0.3	0.75	0	0.15	0.2	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0.05	0	0.05	0.12	0	2.4	96	5.9E2	Spam
1.2E2	0.05	0.3	0.4	0	0.1	0.05	0	0.05	0.1	0	0	0.3	0.2	0	0.05	0	0	0.5	1.5	0.3	0.75	0	0.15	0.2	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0.04	0	0.05	0.12	0	2.4	96	5.8E2	Spam
1.2E2	0.5	0.46	0.34	0	0.15	0.03	0	0.19	0.57	0.65	0.3	0.73	0.65	1.3	0.03	0.23	0.42	0	3.1	0	1.3	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0.08	0	0.34	1.3	0.13	7.2	6E2	2.4E3	Spam
1.2E2	0	0.32	0.8	0	0.32	0	0.16	0	0	0.48	0.16	0	0.16	0	0.16	0.16	0	0.8	0.16	0.16	0.64	0	0	0	0	0	0	0.16	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.02	0.05	5.7	1.5E2	9.8E2	Spam
1.3E2	0	0	0	0	0.92	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.61	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.09	0.32	0	2.1	49	2.8E2	Spam
1.3E2	0.16	0	0.67	0	0.33	0.16	0.33	0.84	0.16	0.5	0.33	1.5	0	0	0	0	1.7	0.33	2.2	1.7	3.7	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.19	0	1.2	0.05	0	5.6	1E2	6.6E2	Spam
1.3E2	0.5	0	0.5	0	1.5	0	0	0	0	0	0.5	1	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.09	0	0.09	0.18	0	3.4	53	1.6E2	Spam
1.3E2	0	0	0	0	0	0	0.59	0	0	0	0	1.2	0	0	0	0	0	0.59	4.8	0	1.2	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	10	33	1.7E2	Spam
1.3E2	0	0	0	0	1.6	0	0.4	1.2	0	0.4	0	0.8	0	0	0	0	1.6	0.4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0.21	0	1.8	13	1.1E2	Spam
1.3E2	0.41	0	0.41	0	0	0.41	0	0	0	0	0	2.1	0	0	0	0.41	0	0	7.1	0	2.5	0	0.82	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.15	0	32	3.4E2	4.5E2	Spam
1.3E2	0	0	0.38	0	0.76	0	0.38	0	0	1.1	0	0	0	0	0	0.38	0.76	0	3	0	1.5	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0.3	0	0.6	0.18	0	4.5	78	2.9E2	Spam
1.3E2	0	0	0	0	0.4	0.4	0.4	0.4	0	0	0.4	0	0	0	0	0.4	0	0	4	0	2	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	2	12	95	Spam
1.3E2	0	0	1.1	0	0.56	0	0	0	0	0.56	0	0	0	0	0	0.56	0	0	2.3	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0.1	0	0.61	0	0	2.4	19	1.4E2	Spam
1.3E2	0	0	0.8	0	1.4	0.16	0.16	0	0	0	0	0.64	0.8	0	0	0	0.16	0.16	1.6	0	0.47	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.3	0.17	0	1.9	24	1.7E2	Spam
1.4E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0.22	0	0.22	0.43	0	4	25	76	Spam
1.4E2	0	0.39	0.39	0	0.19	0	0	0.19	0	0	0.39	0.39	0	0	0	0.98	0.19	0.39	0.59	0	0.78	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0.13	0	0.16	0.16	0	2.1	31	7.3E2	Spam
1.4E2	0	0.39	0.39	0	0.19	0	0	0.19	0	0	0.39	0.39	0	0	0	0.98	0.19	0.39	0.59	0	0.78	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0.13	0	0.16	0.16	0	2.1	31	7.3E2	Spam
1.4E2	1	0	0.33	0	0.66	0.66	0	0	0	0	0	0.33	0.66	0	0	0.66	0.66	0	2.3	0	0.33	0	1.7	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.12	0.54	0	5.4	21	3E2	Spam
1.4E2	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	3	0	1.5	0	0	1.5	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	2	11	Spam
1.4E2	0	0	0	0	1.6	0	0	0	0.82	0	0	1.6	0	0	0	0.82	0	0	1.6	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	1.8	11	69	Spam
1.4E2	1	0	0.33	0	0.66	0.66	0	0	0	0	0	0.33	0.66	0	0	0.66	0.66	0	2.3	0	0.33	0	1.7	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.12	0.54	0	5.4	21	3E2	Spam
1.4E2	0	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0.28	0	3.3	23	36	Spam
1.4E2	0.5	0.46	0.34	0	0.15	0.03	0	0.19	0.57	0.65	0.3	0.73	0.65	1.3	0.03	0.23	0.42	0	3.1	0	1.3	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.01	0.08	0	0.34	1.3	0.13	7.2	6E2	2.4E3	Spam
1.4E2	0	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0.28	0	3.3	23	36	Spam
1.5E2	0	0	1.4	0	0	0	0	0	0	0	0	1.4	0	0	0	2.8	0	4.2	4.2	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	0	0	1.2	2	13	Spam
1.5E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0.22	0	0.22	0.43	0	4.3	27	77	Spam
1.5E2	1	0	0.33	0	0.66	0.66	0	0	0	0	0	0.33	0.66	0	0	0.66	0.66	0	2.3	0	0.33	0	1.7	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.12	0.54	0	5.4	21	3E2	Spam
1.5E2	0	0.29	0.72	0	0.29	0	0.14	0	0	0.43	0.29	0	0.14	0	0.14	0.14	0	0.72	0.58	0.14	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.14	0	0	0	0	0	0	0.87	0.02	0.05	5.1	1.3E2	1E3	Spam
1.5E2	0.36	0	1.1	0	0	0	0	0	0	0	0	0.72	1.8	0	0	0	0	0	0.72	0	1.1	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.13	0	0.06	0.13	0	2.6	35	1.2E2	Spam
1.5E2	0	0	0.27	0	0.81	0.81	0	3	0.54	0.81	0.27	0.54	0.27	0	0	0.81	1.6	0.27	2.2	1.4	2.4	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.56	0.12	0	1.6	18	1.3E2	Spam
1.5E2	0.39	0	0.39	0	0	0.39	0	0	0	0	0	0.39	0.78	0	0	0	1.2	0.78	3.1	0	1.2	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	1.5	19	1.1E2	Spam
1.5E2	0	0.56	0.56	0	2.3	0	1.1	0	0	0	0	0.56	0.56	0	0	0.56	2.8	0	4	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1.3	0.33	0	5.1	1.4E2	1.9E2	Spam
1.5E2	0.67	0	0.67	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0.67	0.67	4.1	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	1.1	3	33	Spam
1.5E2	0	0	0.62	0	0.62	0	0	0	0	0.62	0	0	0	0	0	0.62	0	0	1.2	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1	0	0	2	16	1.2E2	Spam
1.6E2	0	0	1.7	0	0.33	0	0	0	0	0.33	0	0	0	0	0	0.33	0	0	2	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.06	0	0.48	0	0	1.8	19	2E2	Spam
1.6E2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	4.8	0	0	4.8	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	11	38	Spam
1.6E2	0	0	0	0	1.3	0	1.3	1.3	1.3	1.3	0	0	0	0	0	0	1.3	0	1.3	1.3	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0	49	1.9E2	2.9E2	Spam
1.6E2	0	0	0	0	1.4	0.45	0.45	0	0	0	0	0	0.45	0	0	0.45	0.45	0.45	1.8	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.14	0	0	5.6	46	1.2E2	Spam
1.6E2	0.42	0	0	0	0.85	0.85	0	0	0	0.42	0	2.1	0	0	0	0	1.7	0	0.85	0	0.85	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	5.7	1.1E2	2E2	Spam
1.6E2	0	0	0	0	0.27	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0.27	0	0.27	8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.19	0.23	7.3	99	6.1E2	Spam
1.6E2	0	0	0	0	0.43	0	0	0	0	0.65	0	0	0	0	0	0.43	0	0.21	0.21	0	0.43	6.8	0	0	0.21	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.15	0.15	0.18	6.2	99	6.4E2	Spam
1.6E2	0.46	0	0.46	0	0	0	0	0.46	0	0	0	1.4	0	0	2.3	0	0.46	0.46	2.8	0	2.3	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0.49	0	0.08	0.82	0	3.4	12	1E2	Spam
1.6E2	0.14	0.14	0.29	0	0.29	0.29	0	0.29	0	0	0.29	0	0.14	0	0	0.87	0.29	0.43	3.7	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0.58	0	0	0	0	0.02	0	0.26	0	0	3.1	38	4.4E2	Spam
1.6E2	0	0.34	0.68	0	0	0	0.34	0	0	0.34	0	0	0	0	0.34	0.68	0	1.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	3.1	13	1.2E2	Spam
1.7E2	0.46	0	0.46	0	0	0	0	0.46	0	0	0	1.4	0	0	2.3	0	0.46	0.46	2.8	0	2.3	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0.49	0	0.08	0.82	0	3.4	12	1E2	Spam
1.7E2	0.62	0	0.62	0	0	0	0.62	0	0	0	0	3.1	0	0	0	0	1.2	1.2	5.6	0	1.9	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0.52	0	0	3.4	22	1.1E2	Spam
1.7E2	0	0	0	0	2.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	34	1.1E2	Spam
1.7E2	0	0.71	0.35	0	0.35	0	0	0	0	0	0	0.71	0	0	0	0.35	0	1.4	1.8	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0.7	0	0	3.8	61	2.6E2	Spam
1.7E2	0	0.3	0.61	0	0.3	0	0.15	0	0	0.45	0.15	0	0.15	0	0.15	0.15	0	0.76	0.15	0.15	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.57	0.02	0.05	5.4	1.3E2	9.4E2	Spam
1.7E2	0	0	0	0	0	0	0.57	0	0	0.57	0	1.1	0.57	0	0	0	0	0.57	4.6	0	1.1	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	10	33	1.7E2	Spam
1.7E2	0.52	0	2.4	0	0.26	0	0.26	0	0.52	0	0.26	0	0	0	0	0.79	0	0	1.3	0	1	0	0	0.52	0	0	0	0	0	0	0	0	0.26	0	0	0.26	0.26	0	0.52	0	0	0	0	0	0	0	0	0	0	0.66	0	0.31	0	0	5.6	71	5.7E2	Spam
1.7E2	0.17	0	0.08	0	0.42	0.08	0.08	0.42	0.08	0.08	0	0.6	0.17	0.17	0	0	0.17	0.08	1.2	0	3.2	0	0.34	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.03	0.09	0.01	0	4.1	48	5.7E2	Spam
1.7E2	0	0	1	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0.5	0	0	2.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.36	0	0.89	0	0	2	19	1.7E2	Spam
1.7E2	0	0	0.54	0	0.54	0	0	0	0	0.54	0	0	0	0	0	0.54	0	0	1.6	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0.1	0	1.4	0	0	2	16	1.3E2	Spam
1.8E2	0	0	0	0	0	0.78	0	2.3	0	0.78	0.78	1.6	0	0	0	0	0.78	0	3.1	0	0.78	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0	2.1	15	49	Spam
1.8E2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	4.1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	2.2	18	85	Spam
1.8E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	2	11	Spam
1.8E2	0.44	0	0	0	0.89	0	0	0	0	0.44	0	1.3	0	0	0	0.44	0	0	4	0	1.8	0	0	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0	0	0.94	0.14	0.07	2.5	28	1.5E2	Spam
1.8E2	0	0.66	0.66	0	0.33	0	0	0	0	0	0	0.66	0	0	0	0.33	0	1.3	2.6	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.05	0	0.58	0	0	4	1.2E2	3.3E2	Spam
